"ANIO","PERIODO","TIPO_HECHO","GENERO","ESTADO_CIVIL","FECHA_NACIMIENTO","PAIS","CIUDAD_NACIMIENTO","CIUDAD_RECIDENCIA","DEPARTEMENTO_COLEGIO","MUNICIPIO_COLEGIO","COLEGIO","NATURALEZA_COLEGIO","SNIES","PROGRAMA","FACULTAD","MODALIDAD","METODOLOGIA","SEDE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","09/13/2002 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","INEM LUIS LOPEZ DE MESA","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","04/29/2002 12:00:00 AM","COLOMBIA","ACACÍAS","ACACÍAS","META","ACACÍAS","IE JUAN ROZO","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","09/10/2004 12:00:00 AM","COLOMBIA","VILLAVICENCIO","ACACÍAS","META","ACACÍAS","IE JUAN ROZO","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","UNION LIBRE","01/21/1996 12:00:00 AM","COLOMBIA","CHARALÁ","VILLAVICENCIO","META","VILLAVICENCIO","POLITECNICO AGROINDUSTRIAL","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","01/12/2003 12:00:00 AM","COLOMBIA","EL CASTILLO","EL CASTILLO","META","EL CASTILLO","INSTITUCION EDUCATIVA OVIDIO DECROLY","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","UNION LIBRE","12/03/2001 12:00:00 AM","COLOMBIA","GRANADA","GRANADA","META","GRANADA","INSTITUCION EDUCATIVA GENERAL SANTANDER","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","10/14/2000 12:00:00 AM","COLOMBIA","BOGOTÁ D.C.","GRANADA","META","PUERTO LÓPEZ","INSTITUCION EDUCATIVA COLEGIO MPAL CAPITAN MIGUEL LARA","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","05/22/2002 12:00:00 AM","COLOMBIA","IBAGUÉ","VILLAVICENCIO","HUILA","PITALITO","NORMAL SUPERIOR DE PITALITO HUILA","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","09/18/1997 12:00:00 AM","COLOMBIA","VISTA HERMOSA","VISTA HERMOSA","META","VISTA HERMOSA","INSTITUCION EDUCATIVA PEDRO NEL JIMENEZ OBANDO","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","04/22/1998 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COLEGIO JUAN B. CABALLERO MEDINA","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","10/17/2000 12:00:00 AM","COLOMBIA","GRANADA","GRANADA","META","GRANADA","INST EDUC COLEGIO DEPTAL LUIS CARLOS GALAN SARMIENTO","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SEPARADO","05/01/1989 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COLEGIO GENERAL CARLOSNALBACARLOS ALBAN","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","03/07/2004 12:00:00 AM","COLOMBIA","VILLAVICENCIO","ACACÍAS","META","ACACÍAS","COL SANTO DOMINGO SAVIO","NO OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","02/14/2002 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COLEGIO ABRAHAM LINCOLN","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","10/30/2001 12:00:00 AM","COLOMBIA","GRANADA","VILLAVICENCIO","META","VILLAVICENCIO","FRANCISCO ARANGO","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","09/20/2002 12:00:00 AM","COLOMBIA","GRANADA","VILLAVICENCIO","META","VILLAVICENCIO","IE INST TEC INDUSTRIAL","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","02/15/1999 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","LICEO LOS LANCEROS","NO OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","05/28/2003 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","INSTITUCION EDUCATIVA COLEGIO JHON F. KENNEDY","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","08/28/2003 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COLEGIO COOPERATIVO ANTONIO VILLAVICENCIO","NO OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","05/19/2004 12:00:00 AM","COLOMBIA","VILLANUEVA","VILLAVICENCIO","CASANARE","VILLANUEVA","COLEGIO FAVIO RIVEROS","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","03/20/2002 12:00:00 AM","COLOMBIA","GRANADA","GRANADA","META","GRANADA","CENTRO EDUCATIVO VALENTIN GARCIA","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","08/19/1999 12:00:00 AM","COLOMBIA","GRANADA","GRANADA","META","VILLAVICENCIO","LIC MAYOR DE VILLAVICENCIO JAIME TRIANA RESTREPO","NO OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","10/13/2001 12:00:00 AM","COLOMBIA","GRANADA","GRANADA","ATLÁNTICO","SOLEDAD","INSTITUTO LUIS SANCHEZ PORTO","NO OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","09/23/2002 12:00:00 AM","COLOMBIA","VILLAVICENCIO","ACACÍAS","META","ACACÍAS","COL VEINTE DE JULIO","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","10/25/2001 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","INEM LUIS LOPEZ DE MESA","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","08/30/2003 12:00:00 AM","COLOMBIA","BOGOTÁ D.C.","GRANADA","META","GRANADA","ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","04/05/2002 12:00:00 AM","COLOMBIA","CHIMICHAGUA","VILLAVICENCIO","CESAR","CURUMANÍ","INST. EDU. CAMILO TORRES","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","10/03/2002 12:00:00 AM","COLOMBIA","BOGOTÁ D.C.","GRANADA","BOGOTÁ D.C.","BOGOTÁ D.C.","COL ANDRES ESCOBAR","NO OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","05/22/2002 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COLEGIO CHAMPAGNAT PINARES DE ORIENTE","NO OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","04/30/2002 12:00:00 AM","COLOMBIA","BOGOTÁ D.C.","VILLAVICENCIO","META","CUMARAL","I.E. JOSE ANTONIO GALAN","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","10/01/2001 12:00:00 AM","COLOMBIA","GRANADA","GRANADA","META","GRANADA","INSTITUCION EDUCATIVA VALENTIN GARCIA","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","12/10/2003 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COL DPTAL NARCISO JOSE MATUS TORRES","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","09/23/2001 12:00:00 AM","COLOMBIA","LA PRIMAVERA","PAZ DE ARIPORO","CASANARE","PAZ DE ARIPORO","JUAN JOSE RONDÓN","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","05/31/2000 12:00:00 AM","COLOMBIA","BOGOTÁ D.C.","VILLAVICENCIO","BOGOTÁ D.C.","BOGOTÁ D.C.","COL SAN BONIFACIO","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","CASADO","07/16/1986 12:00:00 AM","COLOMBIA","IBAGUÉ","GRANADA","TOLIMA","IBAGUÉ","INSTITUCION EDUCATIVA NUESTRA SEÑORA DE FÁTIMA","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","01/03/2005 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","INSTITUO MAYOR DEL META","NO OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","03/02/2002 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","IE COL MIGUEL ANGEL MARTIN","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","12/07/2002 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COLEGIO DEPARTAMENTAL LA ESPERANZA","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","10/18/2002 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COL DPTAL NARCISO JOSE MATUS TORRES","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","06/17/1997 12:00:00 AM","COLOMBIA","GRANADA","GRANADA","META","GRANADA","INSTITUCION EDUCATIVA CAMILO TORRES","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","08/16/2001 12:00:00 AM","COLOMBIA","BOGOTÁ D.C.","VILLAVICENCIO","META","VILLAVICENCIO","COL NZADO FEM DE BTO DE VILLAVICENCIO","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","06/28/2005 12:00:00 AM","COLOMBIA","VILLAVICENCIO","MAPIRIPÁN","META","MAPIRIPÁN","I.E. JORGE ELIECER GAITAN","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","09/02/2000 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","FRANCISCO JOSE DE CALDAS","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","02/23/2004 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COL NZADO FEM DE BTO DE VILLAVICENCIO","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","08/16/2002 12:00:00 AM","COLOMBIA","SALAMINA","GRANADA","META","GRANADA","INST EDUC ESCUELA NORMAL SUP MA. AUXILIADORA","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","04/12/2003 12:00:00 AM","COLOMBIA","ARMENIA","GRANADA","META","GRANADA","INSTITUCION EDUCATIVA GENERAL SANTANDER","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","04/20/2003 12:00:00 AM","COLOMBIA","GRANADA","GRANADA","META","GRANADA","COLEGIO ADVENTISTA","NO OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","09/13/2003 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","ESC NORMAL SUPERIOR DE VILLAVICENCIO","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","08/23/2001 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COLEGIO AGROPECUARIO LAS MECREDES","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","03/21/2004 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","JUAN PABLO II","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","04/06/1999 12:00:00 AM","COLOMBIA","GRANADA","GRANADA","META","LEJANÍAS","IE DE LEJANIAS META","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","09/03/2002 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","INEM LUIS LOPEZ DE MESA","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","03/14/2003 12:00:00 AM","COLOMBIA","GRANADA","GRANADA","META","GRANADA","CENTRO EDUCATIVO VALENTIN GARCIA","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","03/06/2005 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","INSTITUCION EDUCATIVA ANTONIO RICAURTE CASD","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","12/28/2001 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COLEGIO DEPARTAMENTAL GILBERTO ALZATE AVENDAÂ¿O","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","10/21/2000 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","GUAVIARE","SAN JOSÉ DEL GUAVIARE","INSTITUCION EDUCATIVA SANTANDER","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","11/19/2000 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","INSTITUCION EDUCATIVA ANTHONY A PHIPPS","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","06/06/2004 12:00:00 AM","COLOMBIA","PUERTO LÓPEZ","PUERTO LÓPEZ","META","PUERTO LÓPEZ","INSTITUCION EDUCATIVA COLEGIO BASICO RAFAEL URIBE URIBE","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","12/06/1998 12:00:00 AM","COLOMBIA","GRANADA","GRANADA","META","GRANADA","INSTITUCION EDUCATIVA CAMILO TORRES","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","08/14/2003 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COL LUIS CARLOS GALAN SARMIENTO","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","05/02/2000 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COFREM","NO OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","09/20/2002 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COLEGIO BASICO PIO XII","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","07/08/1997 12:00:00 AM","COLOMBIA","FLORENCIA","GRANADA","VICHADA","PUERTO CARREÑO","I.E. JOSE EUSTACIO RIVERA","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","FEMENINO","SOLTERO","01/03/2004 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COLEGIO BUENOS AIRES","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
"2,021","1","ADMITIDOS","MASCULINO","SOLTERO","07/16/2004 12:00:00 AM","COLOMBIA","VILLAVICENCIO","VILLAVICENCIO","META","VILLAVICENCIO","COLEGIO DEPARTAMENTAL GILBERTO ALZATE AVENDAÂ¿O","OFICIAL","13,049","ADMINISTRACION DE EMPRESAS","CIENCIAS ECONÓMICAS","PREGRADO","PRESENCIAL DIURNO","Villavicencio - SAN ANTONIO / Granada - BOQUEMONTE"
